"","x","y"
"140",140,25.4834763579824
"141",141,21.1962256278837
"142",142,23.2348002768012
"143",143,28.318227317522
"144",144,23.6114903869728
"145",145,24.415229371613
"146",146,26.0328353497697
"147",147,23.37248500165
"148",148,23.502816517124
"149",149,27.9153002310128
"150",150,24.6837664567328
"151",151,25.3815284735933
"152",152,25.5566349648367
"153",153,23.2742207445483
"154",154,22.40473578314
"155",155,21.5264419591973
"156",156,28.611460841345
"157",157,26.0832144569211
"158",158,21.8771206399249
"159",159,23.7308999971863
"160",160,23.4569013804779
"161",161,23.8020329090016
"162",162,20.1509317554546
"163",163,22.6276947542784
"164",164,19.3638127667296
"165",165,21.1937868803071
"166",166,24.5348798727601
"167",167,23.9788641966995
"168",168,23.0539924057468
"169",169,23.3936923851892
"170",170,24.0390173807731
"171",171,25.8888929453775
"172",172,27.7310281319956
"173",173,23.6565731517931
"174",174,22.0445998083421
"175",175,28.2336081640929
"176",176,22.3617929691495
"177",177,24.0829868044756
"178",178,24.864875663919
"179",179,26.341333224939
"180",180,27.5963567218114
"181",181,25.4642280312167
"182",182,25.5742354357878
"183",183,21.0788495784369
"184",184,24.3364634698648
"185",185,21.7607603167808
"186",186,23.973955147133
"187",187,21.8218235308541
"188",188,22.5351626147241
"189",189,27.2523464855572
"190",190,22.7950091377916
"191",191,23.2739708728539
"192",192,24.956567600802
"193",193,25.2100663087461
"194",194,22.9479165474232
"195",195,20.4884760652238
"196",196,22.4238678005764
"197",197,21.0714603809802
"198",198,22.3178240385971
"199",199,24.6371225865441
"200",200,28.6263669368522
"201",201,24.092355423947
"202",202,26.3926170707875
"203",203,22.792414535489
"204",204,23.260729571659
"205",205,22.9181025537555
"206",206,25.6958130246984
"207",207,24.9809659537996
"208",208,24.7356137292741
"209",209,25.427621280067
"210",210,23.5871069161
"211",211,23.8590964848759
"212",212,24.3507090846013
"213",213,22.4011089188378
"214",214,23.6724511756668
"215",215,21.3819939545719
"216",216,25.035035188177
"217",217,27.9553422086401
"218",218,22.9233063803838
"219",219,24.0645834060649
"220",220,26.6755957120975
"221",221,23.2413517945374
"222",222,26.1312111687325
"223",223,23.8275109507018
"224",224,23.0706924198281
"225",225,22.2042138481617
"226",226,22.8336196642084
"227",227,23.1370709528542
"228",228,24.8081910256357
"229",229,24.5755269905619
"230",230,22.5436414948683
"231",231,21.4442183860141
"232",232,27.3967798850338
"233",233,22.6943139389341
"234",234,22.0579683210353
"235",235,21.609729318048
"236",236,23.9171386531915
"237",237,22.2416702919829
"238",238,24.0113194020363
"239",239,25.5385508171729
"240",240,21.6809264878142
"241",241,21.2684481144298
"242",242,27.7938014558832
"243",243,20.8221559474885
"244",244,22.3964440388005
"245",245,24.7821814417461
"246",246,21.2918987590369
"247",247,23.009478262437
"248",248,26.9284975964032
"249",249,26.1279619471555
"250",250,27.2118744759424
"251",251,30.3198814221977
"252",252,28.8620177729344
"253",253,27.4956831374539
"254",254,28.578130365805
"255",255,27.6924394495303
"256",256,29.826972197183
"257",257,31.0052531776952
"258",258,33.535121492724
"259",259,33.5088357467304
"260",260,35.940260658544
"261",261,32.779775271239
"262",262,33.9125240471077
"263",263,34.84156479937
"264",264,39.2974147275811
"265",265,42.7737664097258
"266",266,41.1225941227847
"267",267,47.6767796464036
"268",268,45.3964834725069
"269",269,52.1669377192668
"270",270,61.0721746373202
"271",271,62.4240224302057
"272",272,67.1912802233652
"273",273,74.3362469504549
"274",274,83.0528681966936
"275",275,94.7774070640979
"276",276,96.3106662391864
"277",277,1.74392937143199
"278",278,6.59202788710703
"279",279,7.90909178706915
"280",280,7.08006856948057
"281",281,0.169876441832029
"282",282,2.06168062864401
"283",283,5.01369128019181
"284",284,4.84932251978737
"285",285,5.63293751357912
"286",286,6.07957111015836
"287",287,6.58713959377526
"288",288,8.79889558203172
"289",289,10.0201902817834
"290",290,5.49024916263109
"291",291,4.49945935393207
"292",292,0.843613390682778
"293",293,4.24701619387871
"294",294,5.23864862862445
"295",295,4.14339192894237
"296",296,3.28409595645878
"297",297,6.00834641501586
"298",298,6.07750085214851
"299",299,6.32388953761843
"300",300,8.7084615877806
"301",301,7.3246304095041
"302",302,6.77031517448767
"303",303,3.59069594002247
"304",304,3.71889503392919
"305",305,5.80905106281574
"306",306,6.14304288757172
"307",307,6.746094192634
"308",308,0
"309",309,5.08321004664904
"310",310,7.5771786607241
"311",311,2.68315193403632
"312",312,4.7391876915298
"313",313,3.99010357936363
"314",314,1.14708951366864
"315",315,4.03714530331476
"316",316,5.54305269135961
"317",317,6.18370879946683
"318",318,6.79409529171679
"319",319,3.07453988348364
"320",320,5.99652010309193
"321",321,6.20783195615876
"322",322,8.00738201963238
"323",323,7.3029240529421
"324",324,4.42489022897629
"325",325,4.83667280213165
"326",326,2.53460086965852
"327",327,2.22947285743262
"328",328,1.27182507962738
"329",329,7.2010981644825
"330",330,2.20089225681322
"331",331,4.21885441872936
"332",332,0.380287640131795
"333",333,3.29638855561966
"334",334,6.14224905149991
"335",335,4.20748339817826
"336",336,2.53933309681412
"337",337,4.9943996343473
"338",338,3.77781889682459
"339",339,4.14775392216478
"340",340,3.36174532334848
"341",341,5.26108812776523
"342",342,3.52582762818189
"343",343,6.31867277262459
"344",344,3.1963311761701
"345",345,3.58166524749535
"346",346,3.41187687904073
"347",347,4.01919990435273
"348",348,4.56852673178745
"349",349,4.36306122501104
"350",350,7.71848611025784
"351",351,8.56968716228499
"352",352,5.6046988870213
"353",353,3.57448589906646
"354",354,1.43440422724179
"355",355,4.98649134807287
"356",356,3.62480170941728
"357",357,3.70576705313953
"358",358,8.06018624121175
"359",359,2.52299847999616
"360",360,5.84138585525002
"361",361,2.46510678138853
"362",362,3.27625004344972
"363",363,0.630176404776078
"364",364,4.55448054918149
"365",365,3.22109909125266
"366",366,3.75998092161861
"367",367,5.64087290020874
"368",368,3.64310448561612
"369",369,0.977856744043375
"370",370,4.29550390811466
"371",371,8.74999149140111
"372",372,4.59718401445951
"373",373,3.72509413963642
"374",374,7.35755662218606
"375",375,4.04161230880787
"376",376,6.07071376938592
"377",377,0.493580735426769
"378",378,6.67077097100086
"379",379,8.90603979400754
"380",380,3.54727967178389
"381",381,4.44270969831367
"382",382,6.2004411899646
"383",383,6.19840527163869
"384",384,4.27978012278853
"385",385,7.058548135805
"386",386,5.52927118275182
"387",387,6.62327943993154
"388",388,8.30763092197241
"389",389,3.53726821403722
"390",390,7.54311471816271
"391",391,4.61517264880585
"392",392,4.26043007288874
"393",393,6.81100393520432
"394",394,3.93112494215156
"395",395,5.11265572580657
"396",396,6.63160392788597
"397",397,8.22051260308729
"398",398,4.7249590115517
"399",399,2.10950938064404
"400",400,4.45816276036716
"401",401,6.57850219635923
"402",402,5.21847015445717
"403",403,2.38591315495395
"404",404,6.20065943958197
"405",405,6.65441936059011
"406",406,5.31000502273049
"407",407,2.35179735410396
"408",408,3.87659261095245
"409",409,3.80108253365934
"410",410,5.52909264474453
"411",411,5.70403995825233
"412",412,5.31312147536823
"413",413,2.58927473098697
"414",414,6.77384465679177
"415",415,6.6462832671595
"416",416,7.16337497429944
"417",417,2.99896678344265
"418",418,3.64763760874901
"419",419,2.08923374409445
"420",420,5.11061148730791
"421",421,7.09190353541677
"422",422,5.25592930641234
"423",423,6.14190201100496
"424",424,5.66898734250427
"425",425,2.35004895054846
"426",426,5.13550962477842
"427",427,3.99168297795293
"428",428,4.07691760366436
"429",429,3.28923983178032
"430",430,6.28864557981666
"431",431,3.20790715257066
"432",432,6.82824710712604
"433",433,7.15730167848021
"434",434,1.69443999482419
"435",435,5.89895721930613
"436",436,6.29920200010759
"437",437,6.19513542658169
"438",438,8.89778177651116
"439",439,5.14779508940241
"440",440,4.23533189834766
"441",441,7.15626995473928
"442",442,3.52221194711863
"443",443,9.50460551507964
"444",444,6.27213780808102
"445",445,7.41379989755322
"446",446,1.60990992758924
"447",447,2.45609656362136
"448",448,3.67571417830814
"449",449,3.1408988967452
"450",450,4.31739412577333
"451",451,4.02809052311727
"452",452,5.44801232465109
"453",453,4.21992809011605
"454",454,3.22541589477883
"455",455,5.31659482306198
"456",456,4.98772491960187
"457",457,7.41532098743136
"458",458,6.4730262465718
"459",459,8.12972993999555
"460",460,2.66677301277936
"461",461,2.61896258061673
"462",462,0.351535344857692
"463",463,2.85378953908424
"464",464,5.53461034048856
"465",465,4.77971913297686
"466",466,3.91844658267346
"467",467,2.87301886254863
"468",468,1.23306281730099
"469",469,4.96725206514699
"470",470,6.39527767862357
"471",471,8.63472316753629
"472",472,6.16412304855278
"473",473,1.47585425663043
"474",474,4.97259339961291
"475",475,3.77507642732464
"476",476,7.71394935595527
"477",477,7.69754896131532
"478",478,5.14587475585439
"479",479,7.04089945374157
"480",480,3.86111570395224
"481",481,6.50076107048181
"482",482,3.44404380953547
"483",483,1.9920908002304
"484",484,0.889545147088823
"485",485,5.02957621738657
"486",486,4.60537200259608
"487",487,8.22623737459699
"488",488,6.08578563249287
"489",489,3.58686658350764
"490",490,2.62367827541883
"491",491,5.11843406252201
"492",492,1.20938548057823
"493",493,3.59394136776043
"494",494,1.5989671018301
"495",495,4.30687098171212
"496",496,3.98181040083113
"497",497,4.60545077928089
"498",498,2.26006200207723
"499",499,3.13191387200161
"500",500,4.21906755638786
