"x","y"
291,20.2515145920131
292,22.1896917055754
293,19.3048510285394
294,9.33304366530212
295,16.0397276969746
296,11.8784434136047
297,13.7925372836015
298,17.802195960654
299,13.0144727589104
300,11.153430743707
301,13.087737703202
302,14.8451292195011
303,11.5896400930938
304,12.3606929945169
305,11.7091899655183
306,15.1500754191733
307,10.0908785651045
308,16.597909798152
309,16.3537935282639
310,9.9174336295957
311,13.8485128972892
312,15.6181115924895
313,13.6199465035876
314,12.8536179018011
315,14.9741846808823
316,8.81103538315094
317,13.9754567338259
318,16.2734548228514
319,12.5704735651805
320,11.8127803274638
321,13.1149732921819
322,14.1614890392335
323,16.6008128566302
324,11.5186879760657
325,9.258425763264
326,11.8556870862619
327,12.0970895892734
328,14.4047719605103
329,12.9352020058739
330,11.8483846889951
331,17.3715174641013
332,14.5053490216017
333,12.3785766666353
334,13.9362895139659
335,12.3038694636003
336,12.7631497150014
337,10.8651757587536
338,12.3211237289595
339,11.7684186510534
340,14.1408981596022
341,15.5055402756157
342,12.40347151888
343,12.7236630730831
344,12.7266445527775
345,13.0777389070177
346,7.92128497341364
347,12.9295601738364
348,17.8222500528071
349,12.3446039026853
350,15.7579732581575
351,13.7649560289839
352,14.7647325168626
353,14.0461276764146
354,14.6128430834856
355,11.8083801516577
356,11.7721491907909
357,13.9181884024105
358,12.0428554178875
359,10.127314454744
360,11.5754222168096
361,11.9751916435524
362,12.2195205141734
363,11.1581139521172
364,13.3372363719279
365,13.5914321989045
366,13.6139610086647
367,12.2793151070868
368,13.4524661026622
369,13.7374497490753
370,10.3810452105115
371,11.5917409957375
372,13.2214380177601
373,15.9464424216676
374,15.5469377634076
375,9.08687309172688
376,12.4775926145298
377,16.4513879281279
378,11.3807158561788
379,15.7898431265751
380,13.3954115342461
381,12.5428156476991
382,12.9749578156135
383,14.5288005526295
384,14.0071332552433
385,14.1851591874204
386,12.9791731084056
387,10.673223359989
388,10.7965197849462
389,11.4922110523986
390,14.628186272755
391,13.9968987775066
392,14.3298083168483
393,11.3111117940572
394,13.3840583925307
395,11.3150965437948
396,12.3784198025618
397,10.405739744866
398,15.9982335651567
399,14.0529980135573
400,13.2018508677214
401,15.6308349539212
402,10.8754230920944
403,10.8952933861887
404,9.39283363427478
405,11.2540681932295
406,12.6770930845868
407,13.9187744069171
408,11.6171401912109
409,8.07072148970142
410,14.7892216076985
411,15.1009346851559
412,8.71783123089514
413,11.7686491174435
414,12.775718173807
415,10.4667386570285
416,13.7829292187841
417,12.2313576352139
418,12.6157279588257
419,14.5294658032481
420,14.4822235338047
421,15.0222259016346
422,12.5517431533668
423,14.0615271773307
424,12.5969484933586
425,15.3100406318408
426,7.93187575240778
427,13.5952424663716
428,9.43593542365564
429,16.1362231290677
430,13.0283738799264
431,13.6865212206026
432,12.8773510383477
433,11.9571734007864
434,11.2258559931356
435,13.8961859091171
436,11.0038250879253
437,11.3996489251341
438,10.1854403772731
439,12.4785039058165
440,12.6244888454738
441,11.0859474523145
442,14.3582998448463
443,13.0460730901548
444,14.7666520118033
445,13.3341618278837
446,11.7204216960003
447,11.9842975528345
448,14.4799178527797
449,14.864559071751
450,11.0417413309765
451,15.4639843874085
452,14.2224483894633
453,13.7172577290091
454,12.1960540930221
455,10.4644888494427
456,15.9521641275876
457,8.29581146382716
458,15.7381384214762
459,17.3702698072564
460,12.8896464676571
461,15.066195541436
462,15.9028501223921
463,13.0275372833194
464,12.2633415356878
465,13.3008993910333
466,10.1169509988963
467,12.7994901451217
468,14.0987890274467
469,15.8353651164713
470,14.5469308459603
471,13.358975538092
472,15.0067815376371
473,12.3864983782574
474,12.6224712520232
475,12.49520369112
476,13.5587774363086
477,13.2251814387527
478,13.1236547560229
479,14.9543793616437
480,14.2229925700468
481,12.6664769163184
482,12.8402149921697
483,11.274040383821
484,14.5196339908973
485,8.73290187519464
486,14.3181372076419
487,14.081857084135
488,12.868096678152
489,9.51947736502878
490,14.4445379795137
491,18.1929108035694
492,20.9267609865076
493,21.0518833006137
494,25.8065233019177
495,24.2089829924379
496,22.3072486156255
497,18.9589896885077
498,16.2680249424424
499,23.8065023647882
500,17.0569346825305
