"x","y"
103,35.6235952974836
104,38.9967661575026
105,37.6840778410096
106,37.4919285537986
107,36.3079889922223
108,40.6794586720106
109,33.7378310200471
110,38.1077819699235
111,39.0650064430609
112,37.4567350789369
113,35.3427488083516
114,35.0400973193829
115,38.0687337476745
116,36.9853482872798
117,36.3407958071724
118,34.3074547573616
119,35.174915682072
120,38.7054548999832
121,35.3885824462272
122,37.6050509354715
123,34.8006604760539
124,35.0175988172331
125,35.7491606249379
126,34.7328588139563
127,34.9485688758932
128,38.9553774402232
129,38.5393054531859
130,38.0898933384446
131,37.7712497784643
132,34.8939748861993
133,34.9799549435716
134,38.3116870229247
135,37.5435230328954
136,38.9603578395701
137,36.7484678524453
138,37.6673564569084
139,41.0961919151632
140,39.0360282068422
141,33.9118188214475
142,36.1748530192806
143,11.0411661812799
144,13.635712852767
145,10.9023202823339
146,15.1184812783344
147,11.1567492854522
148,12.4394016822708
149,15.5090985937405
150,16.7262999258115
151,13.7522613317187
152,13.8401507686375
153,13.6397368002063
154,17.7096807416902
155,14.1365148695228
156,10.646600444747
157,11.432515081461
158,14.7420687096453
159,13.4707258181934
160,14.02209281596
161,11.2966151162257
162,11.8586288991499
163,17.4230372992848
164,9.99803367751068
165,15.0409009710974
166,14.5507773363188
167,10.431253295106
168,14.5145650216973
169,13.103727923705
170,14.2092474289167
171,14.4972340659558
172,13.6926742141777
173,9.65438468407291
174,14.5255011601851
175,11.5899580889683
176,13.1465880360088
177,13.2094050271507
178,12.8743001108756
179,13.0740828799114
180,16.6900422153886
181,14.1917694383577
182,13.1720549972376
183,14.3635096841456
184,15.9557618121033
185,12.2495329351484
186,14.4263899476624
187,9.32319263119916
188,14.9780993226674
189,15.5454961567043
190,13.0570950922618
191,13.5817814386342
192,14.5828351717381
193,12.8782057220745
194,14.7138300403652
195,16.5035433706896
196,14.9639909706895
197,12.5622910017907
198,9.6555054472694
199,16.7544372003708
200,16.5573014633391
201,12.8156724863228
202,14.9777761765631
203,13.9999666425476
204,15.4059802003529
205,17.0384584753871
206,13.0265303347693
207,16.1844995117015
208,10.0382369270836
209,11.6590051397443
210,11.1735903092029
211,12.341198589471
212,14.2406804534354
213,11.8924583196946
214,12.6128325278391
215,13.1592714469714
216,13.1942899585127
217,11.5791953360452
218,16.8121184675032
219,12.293400424889
220,13.1152078048618
221,10.4236222234104
222,13.9969948723421
223,11.8283733199092
224,12.8990498396004
225,12.7725743531955
226,13.5350942806421
227,15.6729435240273
228,11.1232037292881
229,17.6068357596804
230,18.3973139085143
231,19.1500507189284
232,18.9186477774428
233,21.6159334355504
234,19.4728382013594
235,17.4552909482128
236,16.9422251631411
237,16.6507002662616
238,19.9361127629039
239,20.6710687488903
240,18.1614177016509
241,20.2653977215631
242,19.0854920910263
243,13.8185861889315
244,17.3814135376892
245,17.351315966273
246,18.1790797293538
247,18.6504949145116
248,19.5790401527568
249,18.720003222931
250,18.8261829117888
251,19.6716877225784
252,20.3286190273022
253,19.6219723471908
254,16.5192883452242
255,16.8635582405951
256,17.7071229120517
257,18.3221586901153
258,18.4572617420208
259,19.4662480461509
260,18.7261174953407
261,20.1323559775478
262,16.0611343751595
263,18.29120922496
264,16.9798376180491
265,16.3298608821693
266,20.9139168250153
267,17.0420598150622
268,20.5580422452893
269,19.9036128366154
270,20.2254185602975
271,22.1641392094556
272,15.1037225507865
273,19.2088483756365
274,17.8170610366043
275,16.2042641135702
276,16.3849496533913
277,18.0300061687184
278,19.0807280481631
279,18.1496606072969
280,15.5310614842812
281,18.1367550885412
282,18.6827768715709
283,17.5379148217986
284,19.6943518123822
285,20.2822067903698
286,19.2663645064559
287,18.2344676700031
288,14.6261595969492
289,19.6123422981659
290,21.0088779564697
291,19.0134186833211
292,18.0540474292154
293,16.8392968285015
294,18.318316556269
295,18.3995039440641
296,22.5809995049496
297,19.5651618735707
298,18.2251377314264
299,16.0416413537554
300,16.8538923152632
301,17.3796908978554
302,19.5324075596153
303,19.0456017736186
304,18.0075124960008
305,19.77237868839
306,17.6178704530197
307,20.5075342159028
308,18.9309992547714
309,19.9432786408052
310,18.7865777237353
311,21.5746691368328
312,42.0015721418817
313,40.279948885869
314,38.9281764281025
315,41.8246711395003
316,41.6693444492315
317,43.8994517851765
318,38.0937345055307
319,42.1747767747402
320,37.1623209752324
321,40.8567043295214
322,41.4235999168496
323,41.5381134780866
324,45.6263204280124
325,40.7046937360908
326,40.2024160824879
327,42.7941784569199
328,43.8475063318192
329,38.2663823643962
330,43.9893998795713
331,37.5867061899863
332,41.0128217586962
333,37.8324135491546
334,41.5946560457166
335,37.384832170733
336,38.7065575958267
337,37.613132704138
338,42.3737132263751
339,38.3948899920477
340,41.6024287320249
341,41.2520821221663
342,42.5273403588657
343,37.3175355946122
344,42.8657825504724
345,42.9152141990706
346,40.6244540125301
347,37.8664259973985
348,41.4005457299236
349,39.720118939624
350,36.601331073996
351,39.366302938369
352,40.2340547008482
353,38.6305804216847
354,41.7572049554086
355,38.8566736321726
356,39.5815247449658
357,39.2404336639209
358,44.4717959704549
359,38.4401831011315
360,40.4024520591257
361,40.3349381713666
362,38.9618386841942
363,40.7510335989882
364,42.8741081580406
365,41.8705151955228
366,36.0791504551322
367,37.2087080167351
368,37.2603624656195
369,41.835151310726
370,41.8329028166328
371,37.9497260134661
372,38.4548869863591
373,38.6977356552701
374,39.1614157439212
375,37.3440363081002
376,39.0615446358215
377,40.134266223967
378,36.5763174083856
379,36.9450897917018
380,38.6809834753048
381,41.0423474327708
382,40.2852269024554
383,40.8518781555324
384,43.8740768989724
385,38.8850123887211
386,38.2519716537352
387,44.0342302661033
388,42.4720661708336
389,38.5177934745555
390,40.4225685150829
391,40.5598385659248
392,42.2289403933363
393,40.3690670419912
394,39.5526424317527
395,40.6096540266593
396,38.8147136606751
397,41.8209792942123
398,38.7540989002553
399,40.6926613796191
400,43.0692948826789
401,39.9600741938163
402,37.6817564898261
403,39.3796921150223
404,40.9704594206943
405,37.8160854948563
406,37.8896238785934
407,35.3689085781241
408,35.538015791118
409,35.3312339017452
410,35.1830634189863
411,35.9708350529379
412,35.1887202419766
413,34.7406458486924
414,37.8179076315216
415,35.4227675013967
416,36.931853909107
417,35.8249741834091
418,35.3955545013505
419,34.4234306917263
420,36.57988382543
421,35.3206075151851
422,32.3852316596972
423,34.6620690950376
424,34.9186887178797
425,36.3703422699197
426,34.7712137868617
427,33.1854321000639
428,36.3252096680792
429,38.6647491371969
430,32.6027048414593
431,36.5492873847099
432,32.995904695321
433,34.4623041241864
434,39.2885201299509
435,34.8965851982938
436,39.0440523371972
437,36.8719856115567
438,33.55553759335
439,35.2447500963382
440,35.6793382598936
441,32.1101342950784
442,33.9003577289043
443,35.6544745793971
444,38.1812089693543
445,37.4196312590725
446,34.4049047590642
447,32.3592043117164
448,36.5635182289825
449,37.6467980928103
450,31.6316667266695
451,37.1799887983849
452,36.6625286799674
453,37.2777323935159
454,35.6685328057941
455,33.8056667399007
456,35.6874853116783
457,33.2415043363578
458,36.4593924241589
459,39.3872053912105
460,37.2527826397776
461,35.1728558131069
462,39.4367418284019
463,34.2287891848734
464,36.2380915940357
465,37.6054065436235
466,33.7280727772474
467,38.4170768150859
468,35.7533306735861
469,36.5100776316254
470,36.0062059763616
471,36.5122592141419
472,35.7417851703361
473,36.0342369659658
474,35.5897050725732
475,35.7375389489817
476,37.574467397587
477,39.2408818875908
478,36.1799128582953
479,38.9101932294391
480,34.3892585918043
481,38.7752318669481
482,32.6178372593181
483,33.3952775907707
484,35.1966732443603
485,35.7738934464256
486,37.2571328231314
487,34.774201134983
488,36.5372180513501
489,37.2336243602924
490,37.0808332961304
491,32.7853958216858
492,33.9802900762491
493,35.2824649860476
494,35.1435961097744
495,32.9119660159962
496,35.58462948996
497,38.9699572365877
498,36.6539945385403
499,40.3053461032813
500,37.6086028961266
